work_id,line_number,original_title
17603066,162,Fallen in Love
10958266,163,Passion
7380161,164,Torment
6678670,165,Fallen
11138426,166,Throne of Glass
18970934,167,The Raven Boys
18390772,168,Cress
18390887,169,Winter
18390691,170,Scarlet
49515668,171,Lifeblood
45540518,172,Firstlife
44880924,173,
42720997,174,Glass Sword
10646607,175,Lang toXiang Xin Liao III
6976159,176,Lang toXiang Xin Liao II
3261241,177,The Way of Shadows
6674672,178,Lang toXiang Xin Liao
44880912,179,Betrayals
6651006,180,Shadow Kiss
6651004,181,Frostbite
335933,182,Vampire Academy
24940587,183,Otherworld Nights
21559254,184,School Spirits
21439098,185,"Natural Born Angel (Immortal City, #2)"
42573201,186,
14347737,187,Overbite
7188482,188,Insatiable
17110092,189,Omens
26027585,190,Visions
15545385,191,Cinder
15249128,192,Spell Bound
11015791,193,Demonglass
16377085,194,Immortal City
4790821,195,"The Lion, the Witch and the Wardrobe"
5333972,196,Immortal
2013718,197,Shadowland
6674837,198,Clockwork Angel
21611266,199,The Fall of Five
8342392,200,
12926604,201,Bloodrose
15216495,202,Angel Fever
21434921,203,
343231,204,Tantalize
11014959,205,"The Fallen and Leviathan (The Fallen, #1-2)"
21902960,206,
17128227,207,Unraveling
6948844,208,City of Fallen Angels
3443248,209,City of Glass
5354884,210,Hex Hall
8520753,211,Angelfire
10960830,212,1-800-Where-R-You
7803274,213,1-800-Where-R-You
7859868,214,Dark Flame
7253963,215,Shadowland
6313389,216,Blue Moon
16821668,217,The Rising
15455953,218,
18226917,219,Awaken
11351526,220,Abandon
14621064,221,Angel Fire
12469574,222,Angel
3029303,223,The Hollow
18055886,224,The Rise of Nine
13530989,225,The Power of Six
16163583,226,Six's Legacy
10576999,227,I Am Number Four
12903773,228,Darkness Becomes Her
18731533,229,Whispers at Moonrise
14442368,230,Awake at Dawn
13578604,231,Born at Midnight
18349149,232,Belonging
15778276,233,13
17619115,234,Hunting Kat
18357512,235,Chaotic
15321899,236,Beginnings
14506524,237,Becoming
6560104,238,Angelic
10767072,239,
6731327,240,Tales of the Otherworld
2860439,241,Men of the Otherworld
827362,242,Haunted
6921947,243,Waking the Witch
4154422,244,Frostbitten
2492798,245,Living with the Dead
2492765,246,Personal Demon
847777,247,No Humans Involved
895274,248,Broken
121282,249,Industrial Magic
2492799,250,Dime Store Magic
14289,251,Stolen
17575444,252,"Taken at Dusk (Shadow Falls, #3)"
18107180,253,The Evolution of Mara Dyer
15712619,254,Underworld
2606334,255,Bitten
13535869,256,The Calling
4115339,257,The Awakening
1575860,258,City of Ashes
13460686,259,The Unbecoming of Mara Dyer
11137563,260,The Gathering
7168458,261,Nightshade
4021549,262,Evermore
2451397,263,The Summoning
6659237,264,The Reckoning
2267189,265,City of Bones
791214,266,A Crown of Swords
1806999,267,The Star Trek Encyclopedia
197262,268,The White Mountains
4640799,269,Harry Potter and the Philosopher's Stone
18958728,270,
23811929,271,Skin Game
10351697,272,Side Jobs: Stories From The Dresden Files
17189468,273,Cold Days
880271,274,School's Out Forever
12731936,275,Ghost Story
6778696,276,Changes
3516480,277,Turn Coat
2054834,278,Small Favor
1254936,279,White Night
576222,280,Proven Guilty
227172,281,Blood Rites
2183,282,Death Masks
912988,283,Summer Knight
803205,284,Grave Peril
855288,285,Fool Moon
2960837,286,Waylander
4315791,287,The Accidental Sorcerer
583688,288,The Last Continent
2193115,289,The Anubis Gates
1049526,290,The Claiming of Sleeping Beauty
17330,291,"Split Infinity (Apprentice Adept, #1)"
6614581,292,The Dragonriders of Pern
852,293,Time of the Twins
958463,294,Lord Foul's Bane
1357456,295,Watership Down
14245059,296,The Night Circus
1137060,297,Storm Front
3165724,298,Dracula
3048937,299,Salem's Lot
806813,300,The Mists of Avalon
879622,301,Out of the Silent Planet
556716,302,Tantras
60668,303,Pool of Twilight (Pools #3)
282837,304,Pools of Darkness (Pools #2)
282574,305,Pool of Radiance (Pools #1)
48303,306,Elminster: The Making of a Mage
2333719,307,
2971039,308,Canticle
215324,309,Streams of Silver (Icewind Dale #2)
66291,310,The Halfling's Gem
66280,311,The Crystal Shard
636720,312,
282950,313,Exile
231584,314,Sojourn (Dark Elf #3)
2186426,315,Homeland
859,316,
352764,317,"Kender, Gully Dwarves, and Gnomes"
1849038,318,"Kaz the Minotaur (Dragonlance: Heroes, #4; Heroes II, #1)"
398104,319,Darkness and Light
906736,320,"Dragons of a Vanished Moon (The War of Souls, #3)"
29073,321,The Magic of Krynn
856,322,Dragons of a Fallen Sun
89589,323,The Second Generation
1109134,324,"Love and War (Dragonlance: Tales I, #3)"
654872,325,"Kindred Spirits (Dragonlance: Meetings Sextet, #1)"
29629,326,Brothers in Arms
580139,327,"Kendermore (Dragonlance: Preludes, #2)"
522001,328,"Wanderlust (Dragonlance: Meetings Sextet, #2)"
29061,329,"The Soulforge (Dragonlance: Raistlin Chronicles, #1)"
618823,330,The Legend of Huma (Dragonlance: Heroes #1)
521922,331,Dragons of Summer Flame
1107914,332,
1568418,333,"Test of the Twins (Dragonlance Legends, #3)"
857019,334,War of the Twins
1068574,335,Dragons of Winter Night
879061,336,Dragons of Spring Dawning
849,337,Dragonlance Chronicles: Dragons of Autumn Twilight/Dragons of Winter Night/Dragons of Spring Dawning (Collectors Edition)
251833,338,Dragons of Autumn Twilight
2990010,339,Kushiel's Dart
2158128,340,Dark Lover
3349934,341,Guilty Pleasures
6050008,342,"The Dead of Winter (Thieves' World, #7)"
74442,343,"My Enemy, My Ally"
940528,344,"Crown of Shadows (The Coldfire Trilogy, #2)"
940527,345,"When True Night Falls (The Coldfire Trilogy, #2)"
2498,346,Black Sun Rising
209799,347,Web of the Romulans
1180751,348,"I, Strahd: The Memoirs of a Vampire (Ravenloft, #7)"
293527,349,"Dance of the Dead (Ravenloft, #3)"
293516,350,"Vampire of the Mists (Ravenloft, #1)"
1164465,351,A Storm of Swords
43191,352,The Mummy
2926089,353,Taltos
2926033,354,Lasher
2925979,355,The Vampire Armand
2925946,356,Memnoch The Devil
2925924,357,The Tale of the Body Thief
2926133,358,The Witching Hour
3147123,359,The Queen of the Damned
3241580,360,The Vampire Lestat
873132,361,Interview with the Vampire
2925912,362,"Complete Vampire Chronicles (Interview with the Vampire, The Vampire Lestat, The Queen of the Damned, The Tale of the Body Thief)"
2964424,363,The Return of the King
2963845,364,The Two Towers
3204327,365,The Fellowship of the Ring
1540236,366,The Hobbit : or There and Back Again
17405,367,"Night Mare (Xanth, #6)"
1318428,368,"Ogre, Ogre (Xanth, #5)"
891324,369,"Centaur Aisle (Xanth, #4)"
1030359,370,Wielding a Red Sword
2119206,371,With a Tangled Skein
2436148,372,Bearing an Hourglass
1387490,373,Castle Roogna
2553145,374,"The Source of Magic (Xanth, #2)"
2501416,375,A Spell for Chameleon
900764,376,On a Pale Horse
1964458,377,
3109672,378,
3107985,379,Stone of Tears
1323305,380,
791225,381,
827903,382,
588034,383,The Fires of Heaven
6591373,384,The Shadow Rising
791061,385,The Dragon Reborn
1574475,386,The Great Hunt
2008238,387,The Eye of the World
1928459,388,The Black Unicorn
287715,389,Magic Kingdom for Sale--Sold!
1352033,390,The Wishsong of Shannara
2121201,391,The Elfstones Of Shannara
877015,392,The Sword of Shannara
1329454,393,Born of the Night
3272005,394,A Clash of Kings
27881851,395,
6922779,396,Flirt
6278977,397,The Magicians
2588518,398,Backup (The Dresden Files)
52691495,399,
50749434,400,
21572532,401,Spider-Man: The Darkest Hours
760887,402,The Great God Pan
48765776,403,"Harry Potter and the Cursed Child, Parts One and Two"
14428652,404,
7391115,405,Change of Heart
18367784,406,All Seeing Eye
46846634,407,
42756265,408,
26104718,409,The Getaway God
21501319,410,
20386133,411,Devil in the Dollhouse
18335617,412,
15344305,413,Aloha from Hell
10693559,414,
5948537,415,Sandman Slim
10881584,416,
6478436,417,"Trick of the Light (Trickster, #1)"
49162123,418,Shadowed Souls
45355470,419,
42780564,420,
27431080,421,
21533242,422,
16408209,423,Doubletake
12929089,424,Blackout
6818939,425,Roadkill
3875703,426,Deathwish
1412403,427,Madhouse
201496,428,Moonshine
410136,429,Nightlife
149899,430,Agents of Light and Darkness
150023,431,Something from the Nightside
6508989,432,"The Naming of the Beasts (Felix Castor, #5)"
2834452,433,"Thicker Than Water (Felix Castor, #4)"
1363372,434,Dead Men's Boots
1325171,435,Vicious Circle
1936254,436,The Devil You Know
6247751,437,Quidditch Through the Ages
4195128,438,Fantastic Beasts and Where to Find Them
3007490,439,The Tales of Beedle the Bard
1736002,440,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)"
2428162,441,The Laughing Corpse
26071782,442,
42904159,443,
2661857,444,Welcome to the Jungle
6614452,445,Dead Beat
44971346,446,
6295253,447,"Grave Secret (Harper Connelly, #4)"
3159808,448,An Ice Cold Grave
3159799,449,Grave Surprise
2027280,450,
6382800,451,A Touch of Dead
17328606,452,Dead Ever After
15311332,453,Deadlocked
12401364,454,Dead Reckoning
6902804,455,Dead in the Family
5228078,456,Dead and Gone
3159807,457,From Dead to Worse
3159810,458,All Together Dead
1174101,459,"Definitely Dead (Sookie Stackhouse, #6)"
1053933,460,Dead as a Doornail
1808005,461,Dead to the World
42819828,462,Day Shift
25429815,463,Midnight Crossroad
2113248,464,The Drawing of the Three
1316297,465,The Dark Half
39901131,466,Hei Zhi Shi  XVIII [Kuroshitsuji XVIII]
27008426,467,Hei Zhi Shi  XVII [Kuroshitsuji XVII]
25464423,468,Hei Zhi Shi  XVI [Kuroshitsuji XVI]
21912588,469,Hei Zhi Shi  XV [Kuroshitsuji XV]
26644481,470,
23686035,471,"Fortunately, the Milk"
1398442,472,The Stars My Destination
602144,473,Club Dead
738775,474,Living Dead in Dallas
479517,475,Dead Until Dark
20550484,476,Hei Zhi Shi  XIV [Kuroshitsuji XIV]
21500681,477,The Ocean at the End of the Lane
144029,478,War for the Oaks
1007964,479,Anansi Boys
18198652,480,Hei Zhi Shi  XIII [Kuroshitsuji XIII]
18266339,481,Hei Zhi Shi  XII [Kuroshitsuji XII]
9117451,482,Hei Zhi Shi  III [Kuroshitsuji III]
7083417,483,Hei Zhi Shi  II [Kuroshitsuji II]
15475029,484,Hei Zhi Shi  XI [Kuroshitsuji XI]
12930309,485,
46575,486,The Gunslinger
14888582,487,
15480027,488,Hei Zhi Shi  X [Kuroshitsuji X]
2963218,489,Harry Potter and the Deathly Hallows
3046572,490,Harry Potter and the Goblet of Fire
41335427,491,Harry Potter and the Half-Blood Prince
2809203,492,Harry Potter and the Order of the Phoenix
6231171,493,Harry Potter and the Chamber of Secrets
1970226,494,American Gods
43209,495,Anne Rice's The Vampire Lestat: The Graphic Novel
2834844,496,Coraline
3212258,497,Twilight
1424366,498,The Crimson Spell (Book 1)
2001,499,"Howl's moving castle, #1-3"
45137868,500,
2322406,501,Best Served Cold
929012,502,Last Argument of Kings
2116927,503,Before They Are Hanged
929009,504,The Blade Itself
24509684,505,The Blood Mirror
17766175,506,The Broken Eye
2908871,507,Elantris
17484647,508,The Blinding Knife
26616838,509,The Bands of Mourning
1774510,510,The Amber Spyglass
21366542,511,Calamity
45866226,512,
6750840,513,To Green Angel Tower (Storm)
19075137,514,To Green Angel Tower (Siege)
1000406,515,Stone of Farewell
24239884,516,The Aeronaut's Windlass
2337281,517,Night of the Soul Stealer
242692,518,The Spook's Curse
19079481,519,The Dirty Streets of Heaven
23766743,520,
21979689,521,Firefight
26984416,522,Mitosis
3496896,523,"The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles, #1)"
2960725,524,Fool's Fate
2960727,525,The Golden Fool
2406151,526,Fool's Errand
503752,527,Assassin's Quest
4668002,528,Royal Assassin
40864254,529,The Slow Regard of Silent Things
21366540,530,Steelheart
21855448,531,Shadows of Self
3573263,532,Lamentation
1536771,533,Northern Lights
2936175,534,A Dance with Dragons
1019062,535,A Feast for Crows
856785,536,Red Seas Under Red Skies
2916344,537,The Republic of Thieves
2116675,538,The Lies of Locke Lamora
3312237,539,Sabriel
2502882,540,The Wise Man's Fear
6502096,541,First Lord's Fury
2930878,542,Princeps' Fury
6614434,543,Captain's Fury
6614461,544,Cursor's Fury
6614430,545,Academ's Fury
7534979,546,The Black Prism
16482835,547,Words of Radiance
840191,548,The Dragonbone Chair
10558806,549,A Memory of Light
1687544,550,Into the Fire
1238475,551,Into the Forge
2120195,552,The Eye of the Hunter
1179457,553,The Darkest Day
1179458,554,Shadows of Doom
1179456,555,The Dark Tide
1246811,556,The Magic of Recluce
3287278,557,The Towers of the Sunset
171715,558,Assassin's Apprentice
2298481,559,Mage-Guard of Hamor
3797890,560,
3797880,561,Shadow's Edge
2223166,562,Natural Ordermage
749393,563,Ordermaster
749364,564,Wellspring of Chaos
749415,565,Scion of Cyador
749391,566,Magi'i of Cyador
604633,567,Colors of Chaos
749392,568,The White Order
353974,569,The Chaos Balance
267977,570,Fall of Angels
3223258,571,The Death of Chaos
1438144,572,The Order War
1246810,573,The Magic Engineer
3098584,574,Furies of Calderon
3348636,575,
4551489,576,The Last Olympian
2377629,577,The Battle of the Labyrinth
2936530,578,The Titan's Curse
43554,579,The Sea of Monsters
3346751,580,The Lightning Thief
2502879,581,The Name of the Wind
3078186,582,The Hitchhiker's Guide to the Galaxy
3634639,583,Dune
3270810,584,Graceling
14377034,585,
13337219,586,
12476904,587,
10785686,588,The Weight of Blood
18084263,589,A Dance of Death
16016152,590,A Dance of Blades
13783035,591,A Dance of Cloaks
8134945,592,The Way of Kings
15035863,593,The Alloy of Law
2793516,594,The Hero of Ages
2120474,595,
66322,596,Mistborn : The Final Empire
1466917,597,A Game of Thrones
6655212,598,Chaosbound: The Eighth Book of the Runelords
2986322,599,"Wyrmling Horde, The: The Seventh Book of the Runelords"
139038,600,"Worldbinder (Runelords, #6)"
139039,601,"Sons of the Oak (Runelords, #5)"
679146,602,"The Lair of Bones (The Runelords, #4)"
1270521,603,"Wizardborn (The Runelords, Book 3)"
1166994,604,"Brotherhood of the Wolf (Runelords, #2)"
139049,605,The Sum of All Men
7338128,606,Towers of Midnight
1920889,607,The Gathering Storm
987750,608,Knife of Dreams
195579,609,Crossroads of Twilight
1098593,610,The Path of Daggers
987752,611,New Spring
15702572,612,Theft of Swords
16022532,613,Heir of Novron
15702555,614,Rise of Empire
15678889,615,The Wind Through the Keyhole
1738813,616,Black House
1178083,617,Song of Susannah
1810634,618,The Waste Lands
1257385,619,Warbreaker
17359681,620,The City of Mirrors
48896020,621,Mistborn: Secret History
6798109,622,Mistborn Trilogy Boxed Set
42459978,623,
24946895,624,Annihilation
24330801,625,The Magician's Land
13362064,626,The Magician King
20716929,627,14
16919836,628,Ex-Patriots
10753679,629,Ex-Heroes
15750881,630,The Rook
21825181,631,The Martian
6965593,632,The Night Eternal
6919505,633,The Fall
2925968,634,Merrick
944261,635,Brother Odd
1855987,636,Bruder Grimm: Kinder- und Hausmarchen
2947187,637,Swan Song
14373498,638,The Twelve
18079704,639,
663864,640,"The Seventh Sentinel (Dragonlance: Defenders of Magic, #3)"
469091,641,"Night of the Eye (Dragonlance: Defenders of Magic, #1)"
89571,642,The Doom Brigade (Dragonlance TSR)
89575,643,"The Kagonesti (Dragonlance: Lost Histories, #1)"
2785303,644,Abarat
1535663,645,The End of Mr. Y.
2402933,646,The Dark Tower: The Gunslinger Born
40002943,647,Call of Cthulhu
3077645,648,The Shadows Over Innsmouth
17342821,649,At the Mountains of Madness
1371342,650,Imajica
909623,651,Carrion Comfort
18140283,652,
14418429,653,The Last Werewolf
7057900,654,The Sorcerer's House
18979356,655,Wool Omnibus
2057170,656,Yang womeguruMou Xian  [Hitsujiwomeguruboken]
2851045,657,Mister B. Gone
1888272,658,Necroscope
942564,659,Weaveworld
1858059,660,John Dies at the End
4809336,661,Dean Koontz's Frankenstein: Prodigal Son
3083085,662,Eyes of the Dragon
530471,663,Cabal
6750943,664,The Call of Cthulhu and Other Weird Stories
1813320,665,The Best of H.P. Lovecraft
4574034,666,Odd Thomas
33559,667,At the Mountains of Madness
1183550,668,Something Wicked This Way Comes
6781405,669,Horns
3324421,670,The Talisman
6241525,671,The Strain
2802546,672,The Passage
2223519,673,I Am Legend and Other Stories
817,674,World War Z: An Oral History of the Zombie War
1742269,675,The Stand
2219449,676,The Graveyard Book
16534,677,Neverwhere
1392700,678,Life of Pi
47326016,679,The Glittering Court
9842102,680,The Exiled Queen
25126752,681,A Court of Wings and Ruin
42077459,682,Six of Crows
42090179,683,Crooked Kingdom
25272004,684,Empire of Storms
25126749,685,A Court of Mist and Fury
21400019,686,The Sword of Summer
13220072,687,My Unfair Godmother
4394287,688,My Fair Godmother
25272067,689,Queen of Shadows
26724902,690,The Wrath & the Dawn
16762455,691,Sweet Evil
21905102,692,A Court of Thorns and Roses
24267689,693,The Queen of the Tearling
349532,694,Elsewhere
21861552,695,The Winner's Curse
7329307,696,Cloaked
19248070,697,The Bone Season
41903609,698,Miss Mayhem
21861160,699,The Jewel
17115101,700,The Blood of Olympus
9823592,701,Smaragdgrun
17961723,702,Days of Blood & Starlight
13629058,703,City of Lost Souls
15093325,704,Shadow and Bone
24662849,705,The Shadow Throne
7146989,706,Saphirblau
22617247,707,The Kiss of Deception
3722007,708,Bad Girls Don't Die
15015753,709,Spellbound
17385456,710,Ascend
13340323,711,Rebel Belle
14569146,712,The Goddess Test
1829521,713,The Angel Experiment
6501369,714,Shifter
13291399,715,Entwined
6128277,716,Fire
3313414,717,Herr der Diebe
1567967,718,Tintenblut
2628323,719,Tintenherz
3741438,720,Princess of the Midnight Ball
10107891,721,The Lost Hero
2485462,722,Ella Enchanted
12770588,723,The Crimson Crown
14293500,724,The Gray Wolf Throne
6508730,725,Bitterblue
16221764,726,The False Prince
532177,727,"Beastly (Beastly, #1, Kendra Chronicles, #1)"
1199129,728,"Sun and Moon, Ice and Snow"
13476717,729,Torn
13433455,730,Switched
2029454,731,When Lightning Strikes
2114772,732,Jinx
3186888,733,Avalon High
581426,734,The Unusual Suspects
2214520,735,"Dragon Flight (Dragon Slippers, #2)"
7867989,736,Princess of Glass
2214543,737,Palace of Mirrors
3299770,738,Princess Academy
5333984,739,A Kiss in Time
18025665,740,Princess of the Silver Woods
7252832,741,The Ghost and the Goth
655608,742,"Dragon Slippers (Dragon Slippers, #1)"
810498,743,The Ruins of Gorlan
6528619,744,The Demon King
6309710,745,Clockwork Princess
6674845,746,Clockwork Prince
13355552,747,Daughter of Smoke & Bone
6510846,748,Rubinrot
15483434,749,The Darkest Minds
21365340,750,The Runaway King
6670482,751,Spirit Bound
13385418,752,Last Sacrifice
19221595,753,Dreams of Gods & Monsters
44380622,754,Soundless
17492836,755,Girl of Nightmares
43712653,756,Library of Souls
14345371,757,Miss Peregrine's Home for Peculiar Children
42907836,758,Percy Jackson's Greek Heroes
3262727,759,Fragile Things: Short Fictions and Wonders
41849150,760,
26641852,761,
992628,762,The Princess Bride
19082135,763,Red Country
25641726,764,Half a King
21580669,765,Cruel Beauty
24802827,766,Half Bad
17377739,767,Hollow City
3166179,768,Stardust
1322254,769,The Wrath of Mulgarath
1603405,770,The Ironwood Tree
2210660,771,The Seeing Stone
25701457,772,Warm Up
19250870,773,Vicious
6575836,774,Witch & Wizard
13022195,775,Huntress
1419727,776,The Silver Chair
3294501,777,The Horse and His Boy
1031537,778,
19200600,779,Elixir
14789350,780,Apollyon
25698990,781,
14651130,782,Deity
14651123,783,Pure
21514069,784,Split Second
18925960,785,
21995801,786,The Immortal Crown
7405732,787,Haven
2293675,788,Ostatnie zyczenie
2321243,789,
205877,790,Shadowgate (Dragons of Deltora #2)
205879,791,Dragon's Nest (Dragons of Deltora #1)
115044,792,The Valley of the Lost (Deltora Quest #7)
115041,793,The Maze Of The Beast (Deltora Quest #6)
13492114,794,A Monster Calls
23976459,795,The Son of Sobek
7365722,796,"The Extraordinary Secrets of April, May and June"
16071069,797,
9408497,798,
3432157,799,Dead Is a State of Mind
2279266,800,Dead Is the New Black
16951806,801,Pivot Point
894834,802,A Midsummer Night's Dream
14920478,803,Jessica Rules the Dark Side
3429537,804,Jessica's Guide to Dating on the Dark Side
14568639,805,Half-Blood
19008983,806,Gameboard of the Gods
15535056,807,The Scorpio Races
6631450,808,The Vampire Diaries: The Return: Shadow Souls
3979878,809,The Return: Nightfall
6807768,810,The Fury and Dark Reunion
16204565,811,Matt and Elena - First Date
385368,812,The Awakening and the Struggle
10545964,813,Night Star
14278985,814,Everlasting
1934354,815,Bruiser
18358303,816,
21586465,817,
21524269,818,
11254781,819,Beautiful Redemption
11254742,820,Beautiful Chaos
16508966,821,Dream Dark
10937544,822,Beautiful Darkness
3214288,823,"Sons of Destiny (Cirque Du Freak, Book 12)"
846981,824,Lord of the Shadows
3214277,825,The Lake of Souls
2403384,826,Killers of the Dawn
1285890,827,Allies of the Night
2507696,828,Hunters of the Dusk
11863,829,The Vampire Prince
11862,830,Trials of Death
166363,831,Vampire Mountain
11852,832,Tunnels of Blood
3124176,833,The Vampire's Assistant
724928,834,Cirque Du Freak
11342428,835,The Short Second Life of Bree Tanner
21539506,836,The House of Hades
1092293,837,The Field Guide
13945952,838,The Throne of Fire
16416771,839,The Serpent's Shadow
7346572,840,The Red Pyramid
19095444,841,Foretold: 14 Tales of Prophecy and Prediction
37441,842,"Artemis Fowl Boxed Set (Artemis Fowl, #1-5)"
21984483,843,
10800440,844,Twelfth Grade Kills
6876567,845,The Chronicles of Vladimir Tod: Eleventh Grade Burns
4984643,846,Tenth Grade Bleeds
518471,847,The Chronicles of Vladimir Tod: Eighth Grade Bites
18116462,848,The Demigod Diaries
21384312,849,Seraphina: The Audition
7188824,850,SkyClan's Destiny
781271,851,The Chronicles of Narnia
1508178,852,The Tale of Despereaux
15380149,853,Nevermore
17115055,854,The Mark of Athena
13629068,855,City of Heavenly Fire
18752278,856,Silver Shadows
18752344,857,The Ruby Circle
18752242,858,The Fiery Heart
6651007,859,Blood Promise
13582373,860,The Indigo Spell
2263899,861,"The Quest Begins (Seekers, #1)"
6432580,862,Bluestar's Prophecy
5337070,863,"Sunrise (Warriors: Power of Three, #6)"
3380791,864,"Long Shadows (Warriors: Power of Three, #5)"
2788199,865,"Eclipse (Warriors: Power of Three, #4)"
2242963,866,"Outcast (Warriors: Power of Three, #3)"
2827443,867,
2083960,868,Firestar's Quest
2833963,869,The Sight
2147176,870,"Starlight (Warriors: The New Prophecy, #4)"
245106,871,Twilight
3239312,872,Sunset
106944,873,Dawn
1462397,874,Moonrise
2409881,875,Midnight
995220,876,A Dangerous Path
286335,877,Rising storm
1245365,878,
1462398,879,Forest of Secrets
1346922,880,Into the Wild
17375239,881,Seraphina
1499358,882,
4038656,883,
14261925,884,Anna Dressed in Blood
6488966,885,Beautiful Creatures
3131318,886,"Deltora Quest (Deltora Quest, #1-8)"
2701087,887,Dread Mountain (Deltora Quest #5)
522697,888,Return to Del (Deltora Quest #8)
115042,889,The Shifting Sands (Deltora Quest #4)
115045,890,City of the Rats (Deltora Quest #3)
237826,891,"The Lake Of Tears (Deltora Quest, #2)"
149846,892,"The Forests Of Silence (Deltora Quest, #1)"
4551869,893,Midnight Sun (Partial Draft)
10260587,894,Inheritance
3124969,895,Brisingr
2035753,896,Eldest
3178011,897,Eragon
13582374,898,Bloodlines
7589446,899,Zombies vs. Unicorns
3709042,900,The Secret Circle: The Captive Part II and The Power
3130939,901,
1258468,902,"The Power (The Secret Circle, #3)"
285264,903,The Captive
864536,904,"The Initiation (The Secret Circle, #1)"
10954714,905,Vampire Academy Collection
6676773,906,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass
3197005,907,Percy Jackson and the Olympians Boxed Set
2962492,908,Complete Harry Potter Boxed Set
13582370,909,The Golden Lily
5733642,910,Dead Is So Last Year
2278833,911,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)"
40224712,912,The Autumn Republic
21408527,913,NOS4A2
26109965,914,The Widow's House
21512449,915,Fortune's Pawn
25312108,916,
14419515,917,Hounded
24566794,918,The Crimson Campaign
23362062,919,The Garden of Stones
25333032,920,
21536059,921,The Thousand Names
1048525,922,The Moon is a Harsh Mistress
